Nome do Autor1;Nome do Autor2;Ano;Título da Produção;Subtipo da Produção;Linha de Pesquisa;Categoria
SUELY ALDIR MESSEDER;SUELY ALDIR MESSEDER;2014;UMA EXISTÊNCIA DE GOZOS BONITEZAS PERDAS E DANOS REFLEXÕES E PRÁTICAS SOBRE SEXUALIDADE E ATOS PERFORMATIVOS DE GÊNERO EM NOSSO COTIDIANO;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
AUGUSTO CESAR NORONHA RODRIGUES GALEAO;AUGUSTO CESAR NORONHA RODRIGUES GALEAO;2014;UMA VERSÃO MODIFICADA DO MÉTODO EVOLUÇÃO DIFERENCIAL PARA ESTIMATIVA DE PARÂMETROS DO MODELO DE DIFUSÃO ANÔMALA ASSIMÉTRICA;TRABALHO EM ANAIS;;Docente
JOSE WELLINGTON MARINHO DE ARAGAO;LUIZ CARLOS SANTOS DE OLIVEIRA;2014;UNDIME-ALAGOAS E A MOBILIZAÇÃO POLÍTICA NA DEFESA DA EDUCAÇÃO PÚBLICA COM QUALIDADE SOCIAL;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
IVAN DOS REIS CARDOSO;JOSE CLAUDIO ROCHA;2014;UNIVERSIDADE E ECONOMIA SOLIDÁRIA UMA EXPERIÊNCIA FORMATIVA NO SEMII-ÁRIDO BAIANO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
LUIZ CLÁUDIO SANTOS SILVA;RENELSON RIBEIRO SAMPAIO;2014;USING LUHN-S AUTOMATIC ABSTRACT METHOD TO CREATE GRAPHS OF WORDS FOR DOCUMENT VISUALIZATION;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
CARLA RENATA SANTOS DOS SANTOS;MARCIA FIGUEREDO D SOUZA;2014;VEREDAS DAS TECNOLOGIAS SOCIAIS UM MAPEAMENTO NA PERSPECTIVA DOS TEMAS ALIMENTAÇÃO E RENDA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
JOSE GARCIA VIVAS MIRANDA;JOSE GARCIA VIVAS MIRANDA;2014;VIEWING PAIN AND HAPPY FACES ELICITED SIMILAR CHANGES IN POSTURAL BODY SWAY;ARTIGO EM PERIÓDICO;;Docente
JUREMA LINDOTE BOTELHO PEIXOTO;JUREMA LINDOTE BOTELHO PEIXOTO;2014;VIVÊNCIAS INCLUSIVAS DE PROFESSORAS DE MATEMÁTICA COM ALUNOS CEGOS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
DJANE SANTIAGO DE JESUS;JESSICA GONCALVES DE ANDRADE;2015;?EL CANTO DE LAS RECOLECTORAS DE LICURÍ ORALIDAD GÉNERO Y CONSTRUCCIÓN COMUNITARIA?.;TRABALHO EM ANAIS;;Docente
JOSE MARIA BARROSO TRISTAN;JOSE MARIA BARROSO TRISTAN;2015;?LA PROPIEDAD ES UN ROBO? Y AFECTA A LA EDUCACIÓN;ARTIGO EM JORNAL OU REVISTA;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ANA LUCIA SOARES DA CONCEICAO ARAUJO;ANA LUCIA SOARES DA CONCEICAO ARAUJO;2015;A CONSTRUÇÃO DOS SENTIDOS DE GÊNERO COM O USO DAS NOVAS TECNOLOGIAS NA PRIMEIRA INFÂNCIA;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
KARINA MIZUKI DIAS DOS SANTOS;KARINA MIZUKI DIAS DOS SANTOS;2015;A CONTRIBUIÇÃO DAS PRÁTICAS INTEGRATIVAS COMPLEMENTARES (PIC) NA CONSTRUÇÃO DA FELICIDADE NAS COMUNIDADES POR MEIO DA FORMAÇÃO DE RECURSOS HUMANOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
AMANAIARA CONCEICAO DE SANTANA MIRANDA;AMANAIARA CONCEICAO DE SANTANA MIRANDA;2015;A FILHA DE D. JACIRA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
GILLIAN LEANDRO DE QUEIROGA LIMA;GILLIAN LEANDRO DE QUEIROGA LIMA;2015;A FUNÇÃO DE AVALIAÇÃO NA GESTÃO DOCUMENTAL EM HOSPITAIS;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
GILLIAN LEANDRO DE QUEIROGA LIMA;GILLIAN LEANDRO DE QUEIROGA LIMA;2015;A GESTÃO DE DOCUMENTOS E A POLÍTICA BRASILEIRA DE INFORMAÇÃO E INFORMÁTICA EM SAÚDE;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
REGIA MABEL DA SILVA FREITAS;ROSANGELA COSTA ARAUJO;2015;A HISTÓRIA DA ÁRVORE COGNITIVA DO BANDO DE TEATRO OLODUM;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
HUGO SABA PEREIRA CARDOSO;HUGO SABA PEREIRA CARDOSO;2015;A INOVAÇÃO NO PROCESSO JUDICIAL ELETRÔNICO PARA ADMINISTRAÇÃO DA JUSTIÇA BRASILEIRA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HUGO SABA PEREIRA CARDOSO;HUGO SABA PEREIRA CARDOSO;2015;A INSERÇÃO DA ROBÓTICA EDUCACIONAL NAS ESCOLAS PÚBLICAS  BAIANAS UMA PRÁTICA PEDAGÓGICA INOVADORA POSSÍVEL?;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
IVANA CAROLINA ALVES DA SILVA SOUZA;IVANA CAROLINA ALVES DA SILVA SOUZA;2015;A JUVENTUDE CONECTADA UM ESTADO DA ARTE;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
REGIA MABEL DA SILVA FREITAS;REGIA MABEL DA SILVA FREITAS;2015;A MILITÂNCIA CÊNICA DO BANDO DE TEATRO OLODUM;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
AMANAIARA CONCEICAO DE SANTANA MIRANDA;ELISETE SANTANA DA CRUZ FRANCA;2015;A MULHER MARAVILHA NÃO É MAIS AQUELA O MUNDO INFANTO-JUVENIL E AS RELAÇÕES DE GÊNERO IMPOSTA POR UM OUTDOOR;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
AMANAIARA CONCEICAO DE SANTANA MIRANDA;SUELY ALDIR MESSEDER;2015;A MULHER MARAVILHA NÃO É MAIS AQUELA O MUNDO INFANTO-JUVENIL E AS RELAÇÕES DE GÊNERO IMPOSTA POR UM OUTDOOR;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ELISETE SANTANA DA CRUZ FRANCA;SUELY ALDIR MESSEDER;2015;A MULHER MARAVILHA NÃO É MAIS AQUELA O MUNDO INFANTO-JUVENIL E AS RELAÇÕES DE GÊNERO IMPOSTA POR UM OUTDOOR;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
JOSE GARCIA VIVAS MIRANDA;JOSE GARCIA VIVAS MIRANDA;2015;A RANDOMIZED DOUBLE-BLIND SHAM-CONTROLLED TRIAL OF TRANSCRANIAL DIRECT CURRENT STIMULATION IN ATTENTION-DEFICIT/HYPERACTIVITY DISORDER;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
FELIPE RODRIGUES BOMFIM;FELIPE RODRIGUES BOMFIM;2015;A REINVENÇÃO DAS RELIGIÕES DE MATRIZ AFRICANA O HIBRIDISMO CULTURAL-RELIGIOSO NO BRASIL;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
JOSE KARAM FILHO;JOSE KARAM FILHO;2015;A STABILIZED FINITE ELEMENT ANALYSIS FOR A POWER-LAW PSEUDOPLASTIC STOKES PROBLEM;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
AMANAIARA CONCEICAO DE SANTANA MIRANDA;SUELY ALDIR MESSEDER;2015;A TRÍADE INFÂNCIA RELAÇÕES DE GÊNERO E SEXUALIDADES NA ESCOLA UM ESTUDO SOBRE A APRENDIZAGEM COM/SOBRE AS CRIANÇAS NO COTIDIANO ESCOLAR;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ADILSON MENESES DA PAZ;ADILSON MENESES DA PAZ;2015;A UMBANDA E A POMBA GIRA  A REINVENÇÃO DA MULHER;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
DANTE AUGUSTO GALEFFI;DANTE AUGUSTO GALEFFI;2015;A VIOL?NCIA E A DESIGUALDADE SOCIAL FACES DA MESMA MOEDA.;ARTIGO EM JORNAL OU REVISTA;;Docente
ANDERSON DA CRUZ SILVA;FRANCISCA DE PAULA S DA SILVA;2015;A VOZ DOS MORADORES DO BEIRU HISTÓRIA ORAL DOS SABERES FAZERES E PENSARES ALIMENTANDO O TURISMO DE BASE COMUNITÁRIA NO BAIRRO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
ANDERSON DA CRUZ SILVA;HILDETE SANTOS PITA COSTA;2015;A VOZ DOS MORADORES DO BEIRU HISTÓRIA ORAL DOS SABERES FAZERES E PENSARES ALIMENTANDO O TURISMO DE BASE COMUNITÁRIA NO BAIRRO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
ANDERSON DA CRUZ SILVA;IVANA CAROLINA ALVES DA SILVA SOUZA;2015;A VOZ DOS MORADORES DO BEIRU HISTÓRIA ORAL DOS SABERES FAZERES E PENSARES ALIMENTANDO O TURISMO DE BASE COMUNITÁRIA NO BAIRRO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
FRANCISCA DE PAULA S DA SILVA;HILDETE SANTOS PITA COSTA;2015;A VOZ DOS MORADORES DO BEIRU HISTÓRIA ORAL DOS SABERES FAZERES E PENSARES ALIMENTANDO O TURISMO DE BASE COMUNITÁRIA NO BAIRRO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
FRANCISCA DE PAULA S DA SILVA;IVANA CAROLINA ALVES DA SILVA SOUZA;2015;A VOZ DOS MORADORES DO BEIRU HISTÓRIA ORAL DOS SABERES FAZERES E PENSARES ALIMENTANDO O TURISMO DE BASE COMUNITÁRIA NO BAIRRO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
HILDETE SANTOS PITA COSTA;IVANA CAROLINA ALVES DA SILVA SOUZA;2015;A VOZ DOS MORADORES DO BEIRU HISTÓRIA ORAL DOS SABERES FAZERES E PENSARES ALIMENTANDO O TURISMO DE BASE COMUNITÁRIA NO BAIRRO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
GUSTAVO BITTENCOURT MACHADO;GUSTAVO BITTENCOURT MACHADO;2015;AFETIVIDADE E DESENVOLVIMENTO - A FORMAÇÃO DO SERVIDOR COMUNITÁRIO E AS TECNOLOGIAS SOCIAIS. ISBN 978-613-0-15700-5;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
GUSTAVO BITTENCOURT MACHADO;GUSTAVO BITTENCOURT MACHADO;2015;AFFECTIVITÉ ET DÉVELOPPEMENT - LA FORMATION DU SERVEUR DE LA COMMUNAUTÉ ET LES TECHNOLOGIES SOCIALES;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
GUSTAVO BITTENCOURT MACHADO;GUSTAVO BITTENCOURT MACHADO;2015;AFFECTIVITÉ ET DÉVELOPPEMENT - LA FORMATION DU SERVEUR DE LA COMMUNAUTÉ ET LES TECHNOLOGIES SOCIALES (978-3-8416-7050-2) - REEDITADO;LIVRO;;Docente
GUSTAVO BITTENCOURT MACHADO;GUSTAVO BITTENCOURT MACHADO;2015;AGROENERGY AND FAMILIAR AGRICULTURE IN THE BRAZILIAN NORTHEAST SEMIARID REGION;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HERNANE BORGES DE BARROS PEREIRA;HERNANE BORGES DE BARROS PEREIRA;2015;AN AFFINITY-BASED EVOLUTIONARY MODEL OF DIFFUSION OF KNOWLEDGE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JOSE KARAM FILHO;JOSE KARAM FILHO;2015;AN ANALYSIS OF THE PLASMA LAYER THICKNESS FOR TWO POWER-LAW MODELS;TRABALHO EM ANAIS;;Docente
MARCELO ALBANO MORET SIMOES GONCALVES;MARCELO ALBANO MORET SIMOES GONCALVES;2015;ANÁLISE COMPARATIVA DO POSICIONAMENTO DE FORAMES MENTUAIS POR MEIO DE DIFERENTES SCANNERS 3D;TRABALHO EM ANAIS;;Docente
PRISCYLLA LINS LEAL;PRISCYLLA LINS LEAL;2015;ANÁLISE DA MATURIDADE DA GESTÃO SOCIOAMBIENTAL UM ESTUDO DE CASO DO GRUPO DUTOVIA RLAM DO PÓLO CAMAÇARÍ - ARATU;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
JOSEMAR RODRIGUES DE SOUZA;JOSEMAR RODRIGUES DE SOUZA;2015;ANÁLISE DE MÉTODOS DE PROCESSAMENTO DE IMAGENS PARA RECONHECIMENTO FACIAL UTILIZANDO FISHERFACES EM IMAGENS SOB CONDIÇÕES DESFAVORÁVEIS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
ANA AUREA ALECIO DE OLIVEIRA RODRIGUES;ELIANE SANTOS SOUZA;2015;ANÁLISE DO FLUXO DE INFORMAÇÃO E DIFUSÃO DO CONHECIMENTO NA INTERAÇÃO ENSINO-SERVIÇO O PET SAÚDE SEUS LIMITES E DESAFIOS;TRABALHO EM ANAIS;;Discente
ANA AUREA ALECIO DE OLIVEIRA RODRIGUES;HERNANE BORGES DE BARROS PEREIRA;2015;ANÁLISE DO FLUXO DE INFORMAÇÃO E DIFUSÃO DO CONHECIMENTO NA INTERAÇÃO ENSINO-SERVIÇO O PET SAÚDE SEUS LIMITES E DESAFIOS;TRABALHO EM ANAIS;;Discente
ELIANE SANTOS SOUZA;HERNANE BORGES DE BARROS PEREIRA;2015;ANÁLISE DO FLUXO DE INFORMAÇÃO E DIFUSÃO DO CONHECIMENTO NA INTERAÇÃO ENSINO-SERVIÇO O PET SAÚDE SEUS LIMITES E DESAFIOS;TRABALHO EM ANAIS;;Discente
JOSE KARAM FILHO;JOSE KARAM FILHO;2015;ANÁLISE DO FLUXO SANGUÍNEO NÃO NEWTONIANO EM FÍSTULAS ARTERIOVENOSAS TÉRMINO-LATERAIS UTILIZADAS EM PROCEDIMENTO DE HEMODIÁLISE;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
GILLIAN LEANDRO DE QUEIROGA LIMA;GILLIAN LEANDRO DE QUEIROGA LIMA;2015;ARQUIVOS COMO MECANISMOS DE DIFUSÃO DO CONHECIMENTO PARA A APRENDIZAGEM E INOVAÇÃO EM ORGANISMOS PRODUTORES DE SAÚDE;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
JOAQUIM ANTONIO RODRIGUES VIANA NETO;JOAQUIM ANTONIO RODRIGUES VIANA NETO;2015;AU-DELÀ DU SENSIBLE ESPACES ET DÉPOSITIONS;ARTIGO EM PERIÓDICO;;Docente
MARCELO ALBANO MORET SIMOES GONCALVES;MARCELO ALBANO MORET SIMOES GONCALVES;2015;AUTOAFINIDADE NA VARIAÇÃO DE PREÇOS DE AÇÕES DE CIAS PETROLÍFERAS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
MARCELO ALBANO MORET SIMOES GONCALVES;MARCELO ALBANO MORET SIMOES GONCALVES;2015;AUTOAFINIDADE NA VARIAÇÃO DE PREÇOS DE AÇÕES EM BOLSAS DE VALORES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HERNANE BORGES DE BARROS PEREIRA;HERNANE BORGES DE BARROS PEREIRA;2015;AUTOIMAGEM GENITAL FEMININA UM NOVO CONCEITO DE AVALIAÇÃO POR MEIO DE UM MODELO COMPUTACIONAL BASEADO EM LÓGICA FUZZY;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JOSEMAR RODRIGUES DE SOUZA;JOSEMAR RODRIGUES DE SOUZA;2015;BAHIART@HOME 2015 TEAM DESCRIPTION PAPER;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
JAVIER COLLADO RUANO;JAVIER COLLADO RUANO;2015;BIOMIMICRY A NECESSARY ECO-ETHICAL DIMENSION FOR A FUTURE HUMAN SUSTAINABILITY;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
ROSANGELA COSTA ARAUJO;SARA ABREU DA MATA MACHADO;2015;CAPOEIRA ANGOLA CORPO E ANCESTRALIDADE POR UMA EDUCAÇÃO LIBERTADORA;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
EDUARDO DAVID DE OLIVEIRA;EDUARDO DAVID DE OLIVEIRA;2015;CAPOEIRA E FILOSOFIA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
ROSANGELA COSTA ARAUJO;ROSANGELA COSTA ARAUJO;2015;CAPOEIRA É TUDO O QUE A BOCA COME;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
ROSANGELA COSTA ARAUJO;ROSANGELA COSTA ARAUJO;2015;CAPOEIRA É TUDO O QUE A BOCA COME. IN. UMA COLEÇÃO BIOGRÁFICA ? OS MESTRES PASTINHA BIMBA E COBRINHA VERDE NO MUSEU AFRO-BRASILEIRO DA UFBA;LIVRO;;Docente
ROSANGELA COSTA ARAUJO;ROSANGELA COSTA ARAUJO;2015;CAPOEIRA OBRIGAÇÕES DE GÊNERO E SEXUALIDADE;TRABALHO EM ANAIS;;Docente
IVANA CAROLINA ALVES DA SILVA SOUZA;IVANA CAROLINA ALVES DA SILVA SOUZA;2015;CIBERNARRATIVAS DE SI INTERFACEANDO EXPERIÊNCIAS SUBJETIVAS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
JOSE CLAUDIO ROCHA;JOSE CLAUDIO ROCHA;2015;CIÊNCIA TECNOLOGIA E INOVAÇÃO NOVOS RUMOS PARA O DIREITO NO BRASIL;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
HERNANE BORGES DE BARROS PEREIRA;HERNANE BORGES DE BARROS PEREIRA;2015;COLABORAÇÃO EM COMUNIDADES CIENTÍFICAS UMA ABORDAGEM METODOLÓGICA BASEADA EM REDES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
DANTE AUGUSTO GALEFFI;DANTE AUGUSTO GALEFFI;2015;COM O CORAÇÃO DIVIDIDO EMIGRAÇÃO E IMIGRAÇÃO NA IBEROAMÉRICA. UMA VISADA TRANSVERSAL.;ARTIGO EM JORNAL OU REVISTA;;Docente
CLEIDE TAVARES BITTENCOURT;IVAN DOS REIS CARDOSO;2015;COMPLEXIDADE E CAOS EM CANTO E ANÁLISE;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
CLEIDE TAVARES BITTENCOURT;JOSE CLAUDIO ROCHA;2015;COMPLEXIDADE E CAOS EM CANTO E ANÁLISE;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
IVAN DOS REIS CARDOSO;JOSE CLAUDIO ROCHA;2015;COMPLEXIDADE E CAOS EM CANTO E ANÁLISE;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
JOSE LUIS MICHINEL MACHADO;JOSE LUIS MICHINEL MACHADO;2015;COMPLEXIDADE E MULTIRREFERENCIALIDADE BASES EPISTEMOLÓGICAS PARA A COMPREENSÃO DO PAPEL DE NARCÓTICOS ANÔNIMOS;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
JOSE KARAM FILHO;JOSE KARAM FILHO;2015;COMPUTATION OF BLOOD FLOW OSCILLATORY SHEAR STRESS ON VESSEL WALLS OF AN ANASTOMOTIC CONFIGURATION MODEL FOR HEMODIALYSIS;TRABALHO EM ANAIS;;Docente
JOSE KARAM FILHO;JOSE KARAM FILHO;2015;COMPUTATIONAL ANALYSIS OF ANASTOMOTIC ANGLES BY BLOOD FLOW CONDITIONS IN SIDE-TO-END RADIO-CEPHALIC FISTULAE USED IN HEMODIALYSIS;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
ANA CLAUDIA ROZO SANDOVAL;ANA CLAUDIA ROZO SANDOVAL;2015;CONCEPCIONES DEL ÁREA TECNOLOGÍA INFORMÁTICA DISCUSIONES DESDE UNA INVESTIGACIÓN RECIENTE;ARTIGO EM PERIÓDICO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
RENELSON RIBEIRO SAMPAIO;RENELSON RIBEIRO SAMPAIO;2015;CONHECIMENTO SOCIAL E TECNOLÓGICO EM SISTEMAS LOCAIS DE PRODUÇÃO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
AMANAIARA CONCEICAO DE SANTANA MIRANDA;ELISETE SANTANA DA CRUZ FRANCA;2015;CONSTRUINDO REDES SEMÂNTICAS A PARTIR DOS TÍTULOS DE ARTIGOS APRESENTADOS NO GT/ENLACE EDUCAÇÃO DOS SEMINÁRIOS ENLAÇANDO SEXUALIDADES;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
AMANAIARA CONCEICAO DE SANTANA MIRANDA;GRACIELA NIEVES PELLEGRINO FERNANDEZ;2015;CONSTRUINDO REDES SEMÂNTICAS A PARTIR DOS TÍTULOS DE ARTIGOS APRESENTADOS NO GT/ENLACE EDUCAÇÃO DOS SEMINÁRIOS ENLAÇANDO SEXUALIDADES;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
AMANAIARA CONCEICAO DE SANTANA MIRANDA;SUELY ALDIR MESSEDER;2015;CONSTRUINDO REDES SEMÂNTICAS A PARTIR DOS TÍTULOS DE ARTIGOS APRESENTADOS NO GT/ENLACE EDUCAÇÃO DOS SEMINÁRIOS ENLAÇANDO SEXUALIDADES;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ELISETE SANTANA DA CRUZ FRANCA;GRACIELA NIEVES PELLEGRINO FERNANDEZ;2015;CONSTRUINDO REDES SEMÂNTICAS A PARTIR DOS TÍTULOS DE ARTIGOS APRESENTADOS NO GT/ENLACE EDUCAÇÃO DOS SEMINÁRIOS ENLAÇANDO SEXUALIDADES;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
ELISETE SANTANA DA CRUZ FRANCA;SUELY ALDIR MESSEDER;2015;CONSTRUINDO REDES SEMÂNTICAS A PARTIR DOS TÍTULOS DE ARTIGOS APRESENTADOS NO GT/ENLACE EDUCAÇÃO DOS SEMINÁRIOS ENLAÇANDO SEXUALIDADES;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
GRACIELA NIEVES PELLEGRINO FERNANDEZ;SUELY ALDIR MESSEDER;2015;CONSTRUINDO REDES SEMÂNTICAS A PARTIR DOS TÍTULOS DE ARTIGOS APRESENTADOS NO GT/ENLACE EDUCAÇÃO DOS SEMINÁRIOS ENLAÇANDO SEXUALIDADES;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
MARCELO ALBANO MORET SIMOES GONCALVES;MARCELO ALBANO MORET SIMOES GONCALVES;2015;CORRELAÇÃO CRUZADA DA DENGUE NOS TRÊS BIOMAS DA BAHIA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
