No;Ano;Título da Produção;Nome do Autor;Subtipo da Produção;Linha de Pesquisa;Categoria
892;2015;MUSEUS VIRTUAIS DESVELANDO ESPAÇOS EDUCATIVOS NA WEB.;FRANCISCA DE PAULA S DA SILVA;TRABALHO EM ANAIS;;Docente
960;2015;MUSEUS VIRTUAIS DESVELANDO ESPAÇOS EDUCATIVOS NA WEB.;IVANA CAROLINA ALVES DA SILVA SOUZA;TRABALHO EM ANAIS;;Discente
1026;2015;MUSEUS VIRTUAIS DESVELANDO ESPAÇOS EDUCATIVOS NA WEB.;LYNN ROSALINA GAMA ALVES;TRABALHO EM ANAIS;;Participante Externo
1037;2015;MÚSICA E RUÍDO UMA DISCUSSÃO SOBRE ESTES FENÔMENOS NO ENSINO MÉDIO DE FÍSICA;PEDRO JAVIER GOMEZ JAIME;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1042;2015;MÚSICA E RUÍDO UMA DISCUSSÃO SOBRE ESTES FENÔMENOS NO ENSINO MÉDIO DE FÍSICA;ROBERTO LEON INACIO PONCZEK;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1121;2015;NA TRILHA DE UM ATENDIMENTO MÉDICO ÉTICO E EFETIVO UM ESTUDO SOBRE O MAL-ESTAR VIVENCIADO PELAS MULHERES LÉSBICAS MASCULINIZADAS NA CONSULTA GINECOLÓGICA;SUELY ALDIR MESSEDER;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
1039;2015;NON-ADDITIVE COMPLEX SYSTEMS APPLICATIONS IN ASTROPHYSICS CHEMISTRY AND ENGINEERING;MARCELO ALBANO MORET SIMOES GONCALVES;TRABALHO EM ANAIS;;Docente
1040;2015;NON-ADDITIVITY AND COMPLEX SYSTEMS;MARCELO ALBANO MORET SIMOES GONCALVES;TRABALHO EM ANAIS;;Docente
1041;2015;NON-EXTENSIVITY OF THE X-RAY BINARY SYSTEMS;MARCELO ALBANO MORET SIMOES GONCALVES;TRABALHO EM ANAIS;;Docente
1047;2015;NON-MARKOVIAN MODEL FOR THE STUDY OF PITTING CORROSION IN A WATER PIPE SYSTEM;MARCELO ALBANO MORET SIMOES GONCALVES;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
886;2015;O ALCANCE DOS TERRITÓRIOS DE IDENTIDADE NO DESENVOLVIMENTO DA AGRICULTURA FAMILIAR;FELIPE RODRIGUES BOMFIM;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
899;2015;O AXÉ E O MERCADO;GILDECI DE OLIVEIRA LEITE;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1019;2015;O CUIDADO E A AFETIVIDADE COMO PRÁTICAS POTENCIALIZADORAS DE DIÁLOGOS ESCUTA “SENSÍVEL” E DE ACOLHIMENTO HUMANIZADO NO AMBULATÓRIO DE PRÁTICAS INTEGRATIVAS COMPLEMENTARES (PIC) DO HOSPITAL UNIVERSITÁRIO PROF. EDGAR SANTOS DA UFBA;KARINA MIZUKI DIAS DOS SANTOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
878;2015;O DIA EM QUE DUSSEL JOGOU CAPOEIRA;EDUARDO DAVID DE OLIVEIRA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
900;2015;O ESPETÁCULO DA LAVAGEM DO BONFIM;GILDECI DE OLIVEIRA LEITE;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1049;2015;O MÉTODO DE CRANKNICOLSON APLICADO AO MODELO DE DIFUSÃO DE CONHECIMENTO UMA SIMULAÇÃO PARA O PROCESSO DE TRANSMISSÃO DE CONHECIMENTO;AUGUSTO CESAR NORONHA RODRIGUES GALEAO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1066;2015;O MODELO DE GESTÃO DOS 8R´S E ALGUMAS CORRELAÇÕES QUE O VALIDAM;NUBIA MOURA RIBEIRO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
893;2015;O PATRIMÔNIO CULTURAL HISTÓRIA MEMÓRIA E PRESERVAÇÃO;FRANCISCA DE PAULA S DA SILVA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
947;2015;O PATRIMÔNIO CULTURAL HISTÓRIA MEMÓRIA E PRESERVAÇÃO;HILDETE SANTOS PITA COSTA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1122;2015;O PROCESSO ALQUÍMICO ENTRE O CONHECIMENTO LOCALIZADO A SUBJETIVIDADE CORPÓREA E O COMPROMISSO UM MOVIMENTO DO PODER DIRECIONADO ÀS JUSTIÇAS;SUELY ALDIR MESSEDER;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
853;2015;O USO DA METODOLOGIA DE REDES SOCIAIS E COMPLEXAS PARA ESTUDO DE REDES DE COPARTICIPAÇÃO EM COMUNIDADE CIENTÍFICA;CARLOS CÉSAR RIBEIRO SANTOS;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
935;2015;O USO DA METODOLOGIA DE REDES SOCIAIS E COMPLEXAS PARA ESTUDO DE REDES DE COPARTICIPAÇÃO EM COMUNIDADE CIENTÍFICA;HERNANE BORGES DE BARROS PEREIRA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1060;2015;O USO DA METODOLOGIA DE REDES SOCIAIS E COMPLEXAS PARA ESTUDO DE REDES DE COPARTICIPAÇÃO EM COMUNIDADE CIENTÍFICA;MARIA TERESINHA TAMANINI ANDRADE;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
1067;2015;O USO DA METODOLOGIA DE REDES SOCIAIS E COMPLEXAS PARA ESTUDO DE REDES DE COPARTICIPAÇÃO EM COMUNIDADE CIENTÍFICA;NUBIA MOURA RIBEIRO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
870;2015;O VIVER VIVENTE OPACIDADES E CLARIDADES INCERTEZAS E REGOZIJOS;DANTE AUGUSTO GALEFFI;LIVRO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
872;2015;OBSERVATÓRIO DA EDUCAÇÃO DIREITOS HUMANOS CIDADANIA E VIOLÊNCIA ESTRATÉGIA PARA CONSOLIDAÇÃO DE UM TECIDO SOCIAL DE APOIO PROTEÇÃO E DEFESA DOS DIREITOS HUMANOS;DENISE ABIGAIL BRITTO FREITAS ROCHA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
982;2015;OBSERVATÓRIO DA EDUCAÇÃO DIREITOS HUMANOS CIDADANIA E VIOLÊNCIA ESTRATÉGIA PARA CONSOLIDAÇÃO DE UM TECIDO SOCIAL DE APOIO PROTEÇÃO E DEFESA DOS DIREITOS HUMANOS;JOSE CLAUDIO ROCHA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
901;2015;"OFÍCIO DE OBÁ ""DISCURSO NO ACHÉ OPÔ AFONJÁ""";GILDECI DE OLIVEIRA LEITE;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1043;2015;OIL COMPANIES PRICES SELF-AFFINITY;MARCELO ALBANO MORET SIMOES GONCALVES;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
1107;2015;OLHA É TU QUE É MULEEKE! CRIANÇAS NA CAPOEIRAGEM BAIANA AO LOGO DOS TEMPOS;ROSANGELA COSTA ARAUJO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
1112;2015;OLHA É TU QUE É MULEEKE! CRIANÇAS NA CAPOEIRAGEM BAIANA AO LOGO DOS TEMPOS;SARA ABREU DA MATA MACHADO;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1108;2015;OLHA É TU QUE É MULEEKE! CRIANÇAS NA CAPOEIRAGEM BAIANA AO LONGO DOS TEMPOS. IN. UMA COLEÇÃO BIOGRÁFICA ? OS MESTRES PASTINHA BIMBA E COBRINHA VERDE NO MUSEU AFRO-BRASILEIRO DA UFBA.;ROSANGELA COSTA ARAUJO;LIVRO;;Docente
1113;2015;OLHA É TU QUE É MULEEKE! CRIANÇAS NA CAPOEIRAGEM BAIANA AO LONGO DOS TEMPOS. IN. UMA COLEÇÃO BIOGRÁFICA ? OS MESTRES PASTINHA BIMBA E COBRINHA VERDE NO MUSEU AFRO-BRASILEIRO DA UFBA.;SARA ABREU DA MATA MACHADO;LIVRO;;Discente
1055;2015;PERSPECTIVAS DE DESENVOLVIMENTO PARA O BRASIL UMA ANÁLISE DOS INVESTIMENTOS EM INFRAESTRUTURA NO PERÍODO DE 2007 A 2013;ANA MARIA FERREIRA MENEZES;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1097;2015;PESQUISAR A EXPERIÊNCIA COMPREENDER/MEDIAR SABERES EXPERIENCIAIS;ROBERTO SIDNEI ALVES MACEDO;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
983;2015;PLATAFORMA PANACUM CIÊNCIA TECNOLOGIA E INOVAÇÃO PARA REGIÕES SEMIÁRIDAS;JOSE CLAUDIO ROCHA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
984;2015;POESIA COTIDIANA;JOSE CLAUDIO ROCHA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1007;2015;POR UNA NUEVA UNIVERSIDAD AMERICANA MENOS COLONIAL MÁS AUTÉNTICA MÁS AMERICANA;JOSE MARIA BARROSO TRISTAN;ARTIGO EM JORNAL OU REVISTA;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1014;2015;POSICIONAMENTO ESTRATÉGICO EM SITUAÇÕES DE COBRANÇA DE ESCANTEIO PARA UM TIME DE FUTEBOL DE ROBÔS AUTÔNOMOS;JOSEMAR RODRIGUES DE SOUZA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1085;2015;PRÁTICAS E PRINCÍPIOS INOVADORES EMPREENDEDORES DE DRUCKER APLICADOS À ESCADA DO DESIGN;RENELSON RIBEIRO SAMPAIO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
912;2015;PRELÚDIO E FUGA PARA UMA PEDAGOGIA DA DURAÇÃO;GINALDO GONCALVES FARIAS;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
1057;2015;PRESENÇA DE MOTIVOS CHINESES NA ARTE SACRA BAIANA ESTUDO DO ARMARIO DA ORDEM TERCEIRA DO CARMO DE CACHOEIRA - BAHIA BRASIL;MARIA DE FATIMA HENRIQUE CAMPOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
879;2015;PRESSÁGIO;EDUARDO DAVID DE OLIVEIRA;LIVRO;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Docente
1062;2015;PREVALÊNCIA DOS DISTÚRBIOS MUSCULOESQUELÉTICOS NOS MEMBROS SUPERIORES E PESCOÇO EM PESCADORAS ARTESANAIS/MARISQUEIRAS EM SAUBARA;LILIAN LESSA ANDRADE LINO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
830;2015;PRIMEIRA INFÂNCIA A GALINHA DOS OVOS DE OURO REFLEXÕES E IMPLICAÇÕES DA MÍDIA NA CULTURA LÚDICA INFANTIL;ANA LUCIA SOARES DA CONCEICAO ARAUJO;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
831;2015;PRIMEIRA INFÂNCIA A GALINHA DOS OVOS DE OURO REFLEXÕES E IMPLICAÇÕES DA MÍDIA NA CULTURA LÚDICA INFANTIL;ANA LUCIA SOARES DA CONCEICAO ARAUJO;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1063;2015;PROPRIEDADE INTELECTUAL CIÊNCIA TECNOLOGIA E INOVAÇÃO UM NOVO MARCO LEGAL PARA O DESENVOLVIMENTO DO BRASIL;JOSE CLAUDIO ROCHA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1064;2015;QUANTIFYING CROSS-CORRELATION BETWEEN IBOVESPA AND BRAZILIAN BLUE-CHIPS THE DCCA APPROACH;DA SILVA FILHO, ALOISIO MACHADO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
1068;2015;QUANTIFYING CROSS-CORRELATION BETWEEN IBOVESPA AND BRAZILIAN BLUE-CHIPS THE DCCA APPROACH;GILNEY FIGUEIRA ZEBENDE;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Participante Externo
1069;2015;QUANTIFYING CROSS-CORRELATION BETWEEN IBOVESPA AND BRAZILIAN BLUE-CHIPS THE DCCA APPROACH;JOSE GARCIA VIVAS MIRANDA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1070;2015;QUANTIFYING CROSS-CORRELATION BETWEEN IBOVESPA AND BRAZILIAN BLUE-CHIPS THE DCCA APPROACH;LEÃO PEREIRA, ÉDER JOHNSON DE AREA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
1071;2015;QUANTIFYING CROSS-CORRELATION BETWEEN IBOVESPA AND BRAZILIAN BLUE-CHIPS THE DCCA APPROACH;MARCUS FERNANDES DA SILVA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1072;2015;QUANTIFYING CROSS-CORRELATION BETWEEN IBOVESPA AND BRAZILIAN BLUE-CHIPS THE DCCA APPROACH;NUNES DE CASTRO, ARLEYS PEREIRA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Sem Categoria
845;2015;REDES DE COLABORAÇÃO CIENTÍFICA COMO FERRAMENTA DE AVALIAÇÃO DE PROGRAMAS DE PÓS-GRADUAÇÃO;ANDERSON LUIS DA PAIXAO CAFE;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
855;2015;REDES DE COLABORAÇÃO CIENTÍFICA COMO FERRAMENTA DE AVALIAÇÃO DE PROGRAMAS DE PÓS-GRADUAÇÃO;CINARA CIBERIA MEIRELES BAHIA;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
909;2015;REDES DE COLABORAÇÃO CIENTÍFICA COMO FERRAMENTA DE AVALIAÇÃO DE PROGRAMAS DE PÓS-GRADUAÇÃO;GILLIAN LEANDRO DE QUEIROGA LIMA;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
1124;2015;REDES DE COLABORAÇÃO CIENTÍFICA COMO FERRAMENTA DE AVALIAÇÃO DE PROGRAMAS DE PÓS-GRADUAÇÃO;TEREZA CRISTINA BRAGA FERREIRA;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
1074;2015;REFLEXÕES SOBRE AS COMPETÊNCIAS DOS NÚCLEOS DE INOVAÇÃO TECNOLÓGICA;RENELSON RIBEIRO SAMPAIO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
914;2015;REPESENTAÇÕES DO CORPO E SEUS DESDOBRAMENTOS;GRACIELA NIEVES PELLEGRINO FERNANDEZ;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
902;2015;RESPEITEM MEU FILÁ E O BRANCO DE KAILANE;GILDECI DE OLIVEIRA LEITE;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1075;2015;REVERSUS A CÂMERA DANÇANTE REVÊ SUA EXPERIÊNCIA TELEMÁTICA. REVISTA ELETRÔNICA MAPA D2 Â013 MAPA E PROGRAMA DE ARTES EM DANÇA (E PERFORMANCE) DIGITAL;MARUZIA DE ALMEIDA DULTRA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
936;2015;REVISÃO SOBRE VISUALIZAÇÃO DE REDES SOCIAIS E COMPLEXAS;HERNANE BORGES DE BARROS PEREIRA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
840;2015;SABERES E PRÁTICAS DA ATIVIDADE PRODUTIVA DAS MULHERES MARISQUEIRAS NA COMUNIDADE DO MANGUE SECO EM VALENÇA (BA);ANA MARIA FERREIRA MENEZES;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1058;2015;SABERES E PRÁTICAS DA ATIVIDADE PRODUTIVA DAS MULHERES MARISQUEIRAS NA COMUNIDADE DO MANGUE SECO EM VALENÇA (BA);MARIA DE FATIMA HENRIQUE CAMPOS;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
986;2015;SABERES MULTIDISCIPLINARES;JOSE CLAUDIO ROCHA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1023;2015;SACOLA TÉRMICA DE CAIXAS DE PAPELÃO CARTONADO - CUIDADO COM A SAÚDE E O AMBIENTE;LILIAN LESSA ANDRADE LINO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
805;2015;SÉCULO XX MUDANÇAS NA CIVILIZAÇÃO E A DESCOBERTA DE TALENTOS;ADRIANA DOS SANTOS MARMORI;ARTIGO EM JORNAL OU REVISTA;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
1044;2015;SELF-AFFINITY AND DENGUE FEVER;MARCELO ALBANO MORET SIMOES GONCALVES;TRABALHO EM ANAIS;;Docente
948;2015;SEMPRE DANDO TRELA ÀS LÍNGUAS AFRICANAS DO GRUPO BANTO UM POUCO DA TRAJETÓRIA DA ETNOLINGUISTA BAIANA YÊDA PESSOA DE CASTRO;HILDETE SANTOS PITA COSTA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
949;2015;SEMPRE DANDO TRELA ÀS LÍNGUAS AFRICANAS DO GRUPO BANTO UM POUCO DA TRAJETÓRIA DA ETNOLINGUISTA BAIANA YÊDA PESSOA DE CASTRO;HILDETE SANTOS PITA COSTA;TRABALHO EM ANAIS;CULTURA E CONHECIMENTO TRANSVERSALIDADE INTERSECCIONALIDADE E (IN)FORMAÇÃO.;Discente
887;2015;SER E ESTAR NA DOCÊNCIA UNIVERSITÁRIA PROCESSOS FORMATIVOS PRÁTICAS E SABERES;FELIPE RODRIGUES BOMFIM;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
937;2015;SHANNON ENTROPY APPLIED IN NETWORKS BASED ON TITLES OF SCIENTIFIC PAPERS;HERNANE BORGES DE BARROS PEREIRA;TRABALHO EM ANAIS;;Docente
1045;2015;SHANNON ENTROPY APPLIED IN NETWORKS BASED ON TITLES OF SCIENTIFIC PAPERS;MARCELO ALBANO MORET SIMOES GONCALVES;TRABALHO EM ANAIS;;Docente
1046;2015;SHANNON ENTROPY APPLIED IN NETWORKS BASED ON TITLES OF SCIENTIFIC PAPERS;MARCELO DO VALE CUNHA;TRABALHO EM ANAIS;;Sem Categoria
1076;2015;SIGNIFICADO DE CORRESIDÊNCIA NA VISÃO DE IDOSOS UMA ESTRATÉGIA PARA ANÁLISE COGNITIVA COM USO DE REDES SEMÂNTICAS;HERNANE BORGES DE BARROS PEREIRA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
888;2015;SISTEMA DE UNIDADE DE CONSERVAÇÃO COMO POLÍTICA PÚBLICA ESTADUAL DE SUSTENTABILIDADE AMBIENTAL NO MUNICÍPIO DE WENCESLAU GUIMARÃES – BRASIL – BAHIA;FELIPE RODRIGUES BOMFIM;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
810;2015;SOCIEDADE EM TRANSIÇÃO O PAPEL DE CONTROLE SOCIAL DOS CONSELHEIROS MUNICIPAIS NO OESTE DA BAHIA;ALFREDO EURICO RODRIGUES MATTA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
968;2015;SOCIEDADE EM TRANSIÇÃO O PAPEL DE CONTROLE SOCIAL DOS CONSELHEIROS MUNICIPAIS NO OESTE DA BAHIA;JENER JOAQUIM DE ARAUJO PITOMBO;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
1008;2015;SOY 30227786-J UN SUJETO CONVERTIDO EN OBJETO;JOSE MARIA BARROSO TRISTAN;ARTIGO EM JORNAL OU REVISTA;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
861;2015;SPINOZA E A FISÍCA;CLAUDIO DE SOUZA ROCHA;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
1086;2015;SPREADING EFFECT OF TDCS IN INDIVIDUALS WITH ATTENTION-DEFICIT/HYPERACTIVITY DISORDER AS SHOWN BY FUNCTIONAL CORTICAL NETWORKS A RANDOMIZED DOUBLE-BLIND SHAM-CONTROLLED TRIAL;JOSE GARCIA VIVAS MIRANDA;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1015;2015;SUPERKICK UMA VANTAGEM COMPETITIVA PARA TIMES DE ROBÔS BÍPEDES JOGADORES DE FUTEBOL.;JOSEMAR RODRIGUES DE SOUZA;TRABALHO EM ANAIS;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
821;2015;SURVEY OF ORAL AND MAXILLOFACIAL INJURIES IN VICTIMS OF VIOLENCE WHO WERE SUBJECTED TO FORENSIC DENTAL EXPERTISE AT FEIRA DE SANTANA?S FORENSIC MEDICINE INSTITUTE BAHIA BRASIL BETWEEN THE YEARS 2007 AND 2009;ANA AUREA ALECIO DE OLIVEIRA RODRIGUES;TRABALHO EM ANAIS;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
965;2015;SUSTAINABLE DEVELOPMENT GOALS FOR 2030 THE LAND BEYOND BORDERS FOR OUR PLANETARY YOUTH;JAVIER COLLADO RUANO;ARTIGO EM JORNAL OU REVISTA;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Discente
811;2015;TECNOLOGIAS ATUAIS COMO AUXILIO DA HISTÓRIA;ALFREDO EURICO RODRIGUES MATTA;LIVRO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1087;2015;THE '6R+NY' MANAGMENT MODEL AND SOME CORRELATIONS;NUBIA MOURA RIBEIRO;ARTIGO EM PERIÓDICO;DIFUSÃO DO CONHECIMENTO INFORMAÇÃO COMUNICAÇÃO E GESTÃO;Docente
1088;2015;THE CONSTELLATION OF TWINNED NGOS-SCHOOLS A NEW TRANSDEMOCRATIC HORIZON IN THE GLOBAL CITIZENSHIP EDUCATION PROPOSED BY UNESCO FOR THE POST-2015 SUSTAINABLE DEVELOPMENT AGENDA;DANTE AUGUSTO GALEFFI;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Docente
1089;2015;THE CONSTELLATION OF TWINNED NGOS-SCHOOLS A NEW TRANSDEMOCRATIC HORIZON IN THE GLOBAL CITIZENSHIP EDUCATION PROPOSED BY UNESCO FOR THE POST-2015 SUSTAINABLE DEVELOPMENT AGENDA;JAVIER COLLADO RUANO;ARTIGO EM PERIÓDICO;CONSTRUÇÃO DO CONHECIMENTO COGNIÇÃO LINGUAGENS E INFORMAÇÃO;Discente
